geom_x_y;M2;N_AR
48.861576005,2.30281544822;7.7428763;7
48.8621280282,2.30670841576;32.3813527;7
48.8620360987,2.3100671014;187.3126966;7
48.8621267846,2.30854237882;6.5286968;7
48.862057795,2.30707947888;6.5063851;7
48.8468063375,2.31405489117;211.247011;7
48.8466935809,2.31312450118;61.7294333;7
48.847751235,2.30699702285;1.1175156;7
48.8475134397,2.30787822143;11.5716371;7
48.8473335515,2.31272728101;273.4394198;7
48.8478928038,2.31349182335;218.1415243;7
48.8477326418,2.31423146024;21.1859095;7
48.8476743779,2.31827276633;11.5781653;7
48.8479540448,2.30805046326;8.0208974;7
48.8480797788,2.30898234646;146.9915088;7
48.8484078963,2.30926371892;58.9451218;7
48.8480501536,2.30957664539;565.5640828;7
48.8481024919,2.3098157666;18.1936413;7
48.8483573744,2.31070069728;40.8105878;7
48.8482039252,2.31067409704;116.4019303;7
48.8479895766,2.31112253358;30.7682453;7
48.8487300595,2.31299390172;273.6834039;7
48.848656548,2.31348341667;707.5405912;7
48.8482470397,2.31448279527;19.1485205;7
48.8484844049,2.31461630147;70.014308;7
48.8485487109,2.31659215814;664.7280887;7
48.8481663117,2.31628566291;423.1161979;7
48.8483420904,2.31612314286;262.0835339;7
48.8479533077,2.3167097197;263.1689758;7
48.8484237253,2.31694571017;156.9698019;7
48.8483582284,2.31709351169;189.9593464;7
48.8763255744,2.32155454952;3.7437023;8
48.8759847551,2.32259727393;68.8871996;8
48.8760446584,2.32194975907;4.664328;8
48.8765847913,2.32166942116;5.9540451;8
48.876479538,2.32242847439;11.9566991;8
48.8761219113,2.32286902277;200.0434195;8
48.8772177269,2.32646597602;66.4849259;8
48.8778695323,2.32651166174;48.0247669;8
48.8768290311,2.30769458994;1.2713293;8
48.8773030747,2.30882448277;4.5066088;8
48.8771276623,2.30795574381;5.0402309;8
48.8771903344,2.30927593739;21.4896495;8
48.8773570204,2.30963243931;218.3613578;8
48.8772507199,2.30937348992;23.3644291;8
48.8772282759,2.30923696106;115.7393288;8
48.8771629296,2.30987039879;9.073835;8
48.8770274812,2.31088512526;2.133916;8
48.8776791182,2.3109723847;304.3693481;8
48.8765502844,2.3115276541;10.9221214;8
48.8765965348,2.3115778713;53.3361811;8
48.8767044335,2.31178712447;149.4175426;8
48.8769714374,2.31127219974;0.9301786;8
48.8771064921,2.31207329443;29.5850987;8
48.8770588227,2.31204913919;132.473081;8
48.8773084049,2.31296845376;62.4137816;8
48.8768734739,2.31360612719;4.1879314;8
48.8766712118,2.31315727517;24.0505798;8
48.8776288714,2.31443210559;2.1513381;8
48.8775457983,2.31388796105;4.2826972;8
48.8775018406,2.3139593463;3.2454896;8
48.8775528751,2.31394182835;112.7377298;8
48.8775986132,2.31379880687;9.3022347;8
48.8771942679,2.31411322398;1635.2495511;8
48.876966862,2.31443184299;51.8610413;8
48.8775042573,2.31412959497;9.8097143;8
48.8769636572,2.31542663112;2.9484003999999997;8
48.8769798062,2.3153824092;12.3015479;8
48.8770554727,2.31548618773;181.7386269;8
48.8771238924,2.31616202397;6.3571908;8
48.8776889024,2.31685981322;227.0184265;8
48.8770089641,2.31817587158;8.779224899999999;8
48.8771997704,2.31946207188;28.6143285;8
48.8830541915,2.34724092193;13.5766559;9
48.8825492439,2.34718987262;180.5375808;9
48.88276449,2.34745506568;14.6948962;9
48.8827979269,2.34769149383;10812;9
48.8829875929,2.34796438543;187.1036459;9
48.8832255498,2.34883247129;36.7202736;9
48.8827179824,2.34644204483;0.8179628;9
48.8826812428,2.34572807321;16.9710287;9
48.8833922052,2.34921382162;15.0014113;9
48.8833889597,2.34915147531;17.3826784;9
48.88324788,2.34828239202;8.519252;9
48.877318397,2.34593986762;183.9114091;9
48.8776318622,2.34671849452;8.1848396;9
48.8782162835,2.34740936323;122.8048282;9
48.8744853681,2.33952134672;7.2096243;9
48.8742066034,2.34418258541;2.0567951;9
48.8742737155,2.33958498018;305.0756402;9
48.8741213143,2.34467719899;63.0056749;9
48.8742963298,2.34228736987;7.9588241;9
48.8742915749,2.34063142081;246.5210774;9
48.8743076171,2.34587784889;193.8171379;9
48.8746743154,2.34126626398;120.6496223;9
48.8749713801,2.34131582825;168.8704273;9
48.8742809525,2.34747232371;111.2477668;9
48.8744239143,2.34681752001;2.0736587;9
48.8442858968,2.35527798148;81.300053;5
48.8442052005,2.35505679816;262.0940243;5
48.8744881482,2.3461708015;41.2551353;9
48.8750260678,2.34174044463;3.7682175;9
48.8750144154,2.34177463647;1.1772411;9
48.8450118139,2.3557395808;22.3996808;5
48.8451448164,2.35619376697;177.109088;5
48.8529521324,2.32995097893;55.842966;6
48.8528694392,2.33053126549;1.3307354;6
48.8523695798,2.33031319108;23.3022607;6
48.852496459,2.33094610036;18.3332841;6
48.8522658432,2.33027000356;12.8505037;6
48.8524762485,2.33125973833;3.7885673;6
48.8527677624,2.33120295227;10.2448364;6
48.8530187102,2.33206442028;3.3923512;6
48.853299,2.3305269231;24.1689231;6
48.8531180522,2.33031107952;30.0843829;6
48.8533235481,2.3323237009;12.4910289;6
48.8531111666,2.33181008532;41.5780171;6
48.8531632806,2.33294188295;11.6119274;6
48.8533452473,2.33358341224;72.3382825;6
48.8533706866,2.3331940369;94.5152376;6
48.8532997047,2.33399779445;69.0126472;6
48.853120855,2.33386127256;1.0391283;6
48.8531341541,2.33386602112;4.3174022;6
48.8532684382,2.33386512215;6.0649537;6
48.8531383256,2.33379996116;34.162009;6
48.8528166362,2.33364079132;9.0706036;6
48.8528197579,2.3335283159;179.6475084;6
48.8528373019,2.33370209863;16.4366975;6
48.8539595194,2.33511211878;62.9724789;6
48.8531135075,2.33460610578;22.4949061;6
48.852961448,2.3344904999;232.1135173;6
48.853244223,2.33666202816;2.4793521;6
48.853493777,2.33587831666;2.7451466;6
48.8540131552,2.33092872441;22.2168692;6
48.8539615727,2.33155791601;56.5668037;6
48.8539308284,2.33162315838;66.251249;6
48.8534717484,2.33219988326;7.2197664;6
48.853646675,2.33672533616;133.6568519;6
48.8536293721,2.33679947805;3.3394218;6
48.8584359696,2.30629078008;5.7187002;7
48.8586946275,2.3062225485;10.7639588;7
48.8587157593,2.30733893589;76.4154654;7
48.8592646603,2.30761246856;18.7004842;7
48.8583973818,2.30779883831;99.2504821;7
48.8588874106,2.30848094541;86.7995878;7
48.8588950979,2.30804392135;67.9286925;7
48.8587939419,2.30969018121;60.0142926;7
48.8589868976,2.30948509765;103.4955269;7
48.8584589753,2.3094664223;81.1032553;7
48.8596249691,2.29871624426;2.4567826;7
48.8595702219,2.29876469263;207.6147518;7
48.8579456606,2.30604685308;3.7706591;7
48.8582550864,2.30692212846;88.8070392;7
48.8583703794,2.30717251197;7.1077362;7
48.8577939838,2.30742814356;6.51726;7
48.8575659148,2.3068414276;1.0381224;7
48.8579476279,2.30652627103;8.8765017;7
48.8581501311,2.30853544982;3.9870598;7
48.8579146707,2.30904045669;209.34931219999999;7
48.858309315,2.29739858249;278.4228884;7
48.8582354111,2.29754298916;24.1721544;7
48.8581860681,2.29748815268;124.6379317;7
48.8582512328,2.29730961103;23.6272119;7
48.8586648386,2.29977654467;88.3299934;7
48.8582189194,2.30000572327;258.0634308;7
48.8589040059,2.3013190205;8.8978435;7
48.8583435979,2.30166944888;5.6310301;7
48.8589047793,2.30231829589;14.7456926;7
48.8592024787,2.30288550118;366.5048965;7
48.858781707,2.30271769793;14.9382627;7
48.8586926961,2.30259723474;218.4576838;7
48.8589376535,2.30508084947;0.5849747;7
48.8589088089,2.30493019365;42.7662327;7
48.8740403552,2.30819392742;4.2606735;8
48.8739820474,2.3083346112;12.3040321;8
48.8749626119,2.29709649973;3.7172495999999997;8
48.8748334217,2.29835132424;0.6311513999999999;8
48.8748830645,2.29964272029;122.9991586;8
48.8753983277,2.30079545449;8.6416064;8
48.8750294845,2.30173308382;439.3676353;8
48.8751882966,2.30379570855;140.003686;8
48.8748544027,2.30339239427;11.2932184;8
48.8744633007,2.30336586686;4.0849546;8
48.8745334853,2.30586909788;15.4784538;8
48.8747073041,2.306871358;62.0298501;8
48.8746803793,2.30656057506;3.7259322;8
48.8751217045,2.29776538868;48.7885606;8
48.8752362951,2.29746840687;1.8548801;8
48.8754025956,2.30138778729;8.3880369;8
48.8755696834,2.30166959962;263.810347;8
48.8752102328,2.30435496324;11.3883294;8
48.8755079534,2.30625515116;354.7146155;8
48.8757303042,2.30684659892;50.9367936;8
48.875853147,2.29703223231;4.4029183;8
48.8757217926,2.29728560335;18.4685178;8
48.8762113705,2.29712145411;7.1958883;8
48.8762181424,2.2970988384;6.158476;8
48.87596262,2.30245798821;3.4449757;8
48.8760664791,2.30220121934;390.781263;8
48.8763426185,2.30263819062;8.0213664;8
48.8760546753,2.3035813142;234.5392299;8
48.8759831211,2.30419575594;45.4478734;8
48.8764970998,2.30445751699;87.4701814;8
48.8767059329,2.29824167382;1.8998525;8
48.8767197879,2.29841968476;6.8640047;8
48.8768024384,2.29858634955;7.4894086;8
48.8768009301,2.29915774869;470.0509701;8
48.877018326,2.29879037576;46.8786696;8
48.8813435972,2.34854746869;169.4146887;9
48.882309316,2.34612338888;130.5716619;9
48.8818393649,2.34849327659;95.6040095;9
48.8814998321,2.34773794662;9.1642165;9
48.8814973579,2.34776326111;3.8312103;9
48.8820456452,2.34801937576;56.0024169;9
48.8826033136,2.34581940904;126.4428382;9
48.8818340842,2.34951875217;16.582075;9
48.8816647886,2.34821901119;316.8600503;9
48.8820422785,2.34759761759;233.714406;9
48.8826373902,2.34706152381;1.8494149;9
48.8821827611,2.34687119002;184.1970754;9
48.8827351686,2.34785088909;1.9716007;9
48.8777719655,2.34302117804;6.514419;9
48.8775782458,2.34454744219;115.8554833;9
48.8778756199,2.34364329337;199.5765315;9
48.8779979245,2.34304728632;235.8377706;9
48.8779333624,2.33970013223;153.1690562;9
48.8779559629,2.34125416716;24.8532054;9
48.8779402805,2.34182512766;79.5713435;9
48.8782826984,2.34175269371;2.2724039;9
48.8782199066,2.34167280568;2.3140311000000002;9
48.8780287842,2.34240273573;0.6717382;9
48.8780494166,2.34348142979;256.629122;9
48.8785439521,2.34319272018;5.9236642;9
48.8785366338,2.3401731776;44.7229553;9
48.8785851435,2.34038893971;6.1305423;9
48.8785353318,2.33995274037;115.058095;9
48.878735598,2.34182656977;2.5389847999999997;9
48.8786102573,2.34190308444;88.183056;9
48.8786942716,2.34239268727;4.5737419;9
48.8785750754,2.34230227699;170.0661441;9
48.8790184846,2.34395113457;0.5954536;9
48.8784201014,2.34420467849;11.3931962;9
48.8786229485,2.34501037955;134.4964671;9
48.8791910974,2.34003590998;36.9707872;9
48.8789889168,2.34017816724;63.6448099;9
48.8790595621,2.34136205768;87.5901858;9
48.8790880573,2.34234170212;4.7623535;9
48.8789691537,2.34277303743;54.3619932;9
48.8789244143,2.34291731484;86.5042393;9
48.8794084222,2.34362232971;39.4618675;9
48.8790572548,2.34380653107;1.4563295;9
48.8726099767,2.37091391953;11.1225913;10
48.8723895048,2.3711215135;6.5066442;10
48.8730028641,2.37056616803;69.352899;10
48.8728267825,2.37088900026;28.568108;10
48.8728790197,2.37083759483;32.0620848;10
48.8727841543,2.37189030879;4.3796517999999995;10
48.8728151962,2.3718628425;24.5633196;10
48.8729305065,2.37288623668;238.1511225;10
48.8731614148,2.37248870309;33.7477574;10
48.8730496653,2.37295903491;4.0712689;10
48.8730617337,2.37328528722;205.3165225;10
48.8732568612,2.37313301804;3.6836443;10
48.8724603894,2.37314963457;2.350103;10
48.8738356792,2.36480205174;161.5793571;10
48.8738123818,2.36666832111;76.6464008;10
48.8746378479,2.37063728374;31.5390783;10
48.8738599413,2.36901039162;478.816115;10
48.8736404028,2.37007834863;92.5218727;10
48.8735752842,2.3711709893;31.4795378;10
48.8733368337,2.37184737073;46.9239328;10
48.8739417794,2.37108065386;76.7857159;10
48.8741874506,2.37172427866;6.5879482;10
48.8731996355,2.37032558297;166.2823515;10
48.8731599737,2.37041812092;58.001998;10
48.8737541578,2.37198633006;106.5963147;10
48.8736242745,2.37350492515;2.3708926;10
48.8739561489,2.37342108114;39.784325;10
48.8736971698,2.37456868689;7.5176449;10
48.8738122397,2.3741652692;36.4647651;10
48.8735566984,2.37470947322;12.0366589;10
48.8735904686,2.37406479784;11.3402535;10
48.8736510946,2.37449218623;74.8533974;10
48.8736296185,2.37478786703;288.5784271;10
48.8757004152,2.36165733179;18.0440008;10
48.8747096158,2.36490608729;214.8163568;10
48.8741182138,2.36396244233;5.3949701;10
48.8745284107,2.36637685033;53.3164431;10
48.8743506239,2.36673022077;1164.7038244;10
48.8747822575,2.36593757848;7.3326336;10
48.8571697592,2.30530699419;1.8297004000000001;7
48.8571658493,2.3049239927;21.0603594;7
48.8572294946,2.30509777919;10.4491893;7
48.8575339404,2.30473960726;18.8615818;7
48.8571952588,2.3059186699;8.158273;7
48.8570910424,2.30571899788;119.7501578;7
48.857180956,2.30585560994;16.9781846;7
48.8746191782,2.36827835283;1.1249999;10
48.857428382,2.30685754289;80.2163249;7
48.8575134013,2.30646664263;0.8235203999999999;7
48.8576002732,2.30781341531;130.0610297;7
48.8576966341,2.30796334231;21.6699627;7
48.8573016958,2.308101548;42.3267716;7
48.8572859741,2.30950213005;81.3987884;7
48.8580641757,2.29993203141;6.2518861;7
48.8581661173,2.29972035998;270.6912537;7
48.8575124205,2.30083708347;1.820177;7
48.8575570805,2.30090466995;3.8486778;7
48.8578120321,2.30197963671;34.3771887;7
48.8577489663,2.30270134778;1.6131632;7
48.857560343,2.30268830291;21.4862096;7
48.8578919477,2.30264885143;114.058683;7
48.8581364859,2.3024843189;108.3797067;7
48.8580997141,2.30547820055;2.9330813;7
48.857964713,2.30555508784;185.0932241;7
48.8578852325,2.30617455626;175.3794371;7
48.8682393531,2.30609950553;159.4080003;8
48.8681742018,2.30607152813;57.9907125;8
48.8681753069,2.30656620233;6.7493949;8
48.8685036191,2.30665471069;362.409619;8
48.867809591,2.3092171614;201.5080808;8
48.8680463879,2.30892997587;281.1165166;8
48.8680840992,2.30952062943;45.6436838;8
48.867724136,2.30983340186;194.8019829;8
48.868738165,2.30027236398;4.5425558;8
48.8687917854,2.29997126614;14.8031227;8
48.8683265401,2.30066086758;103.604901;8
48.8686700182,2.30080440387;3.6400003;8
48.8689493974,2.30241867423;3.2179245;8
48.8687875848,2.30274338321;2.0949392;8
48.8722270481,2.34498571765;338.8438826;9
48.8730190109,2.34124913944;9.6113416;9
48.8730556084,2.34360697897;16.424854;9
48.8728260686,2.34332945519;13.6545822;9
48.8728852716,2.34260811445;221.2759804;9
48.8729349722,2.34243979961;106.29354;9
48.8731575831,2.34269952249;15.9968173;9
48.8733313265,2.34259748788;18.0496722;9
48.8733503895,2.34249182054;14.2971215;9
48.8733509899,2.34317084383;6.3654413;9
48.8728519967,2.34429245577;88.2492249;9
48.8732350177,2.34426626969;9.0978425;9
48.859191757,2.30025740347;1.4922149;7
48.8595321524,2.29940469972;3.1055934;7
48.8593909997,2.30112793585;444.2726267;7
48.8591226661,2.3017703802;1.3912789;7
48.8595962599,2.30264891085;8.0941333;7
48.859701277,2.30378284354;18.5377074;7
48.8594800493,2.3026249728;38.3042613;7
48.8596951357,2.30403939197;138.1415305;7
48.8595927468,2.30585108375;209.8724376;7
48.8594350793,2.30684151337;19.2944294;7
48.8598398552,2.30630777151;253.2510594;7
48.8598199271,2.30620985893;5.4775549;7
48.8595101019,2.3077456643;47.3140377;7
48.8596208804,2.3077878386;128.1683964;7
48.8591103962,2.3088219875;3.7091791;7
48.8596284672,2.3084185361;52.078883;7
48.8595526155,2.30875949832;5.5292559;7
48.8593033776,2.30952164555;81.1144658;7
48.8602410572,2.29572163277;4.5394818;7
48.8598314391,2.29613011639;12.3185425;7
48.8599045068,2.29587309592;57.6335148;7
48.8604110675,2.29653735224;9.711683;7
48.8601429615,2.29681844423;18.9778705;7
48.8597268046,2.29853887778;272.8348436;7
48.8602585361,2.29847867819;12.0756115;7
48.8688613873,2.3043255527;139.2345977;8
48.846788002,2.33208205931;25.7180898;6
48.8588300201,2.32751160428;41.1670332;7
48.8589023434,2.3265462708;7.5306786;7
48.8586629149,2.32664038241;110.1818062;7
48.8586776295,2.32719402404;154.0959543;7
48.8589594246,2.32728432321;394.91148;7
48.8588309308,2.32699546371;19.6383331;7
48.8589808665,2.32909324011;226.8355354;7
48.8598098397,2.32490828409;8.9841794;7
48.8662164685,2.30042101809;229.0005246;8
48.8659280502,2.30087955625;62.5245779;8
48.8660143729,2.30329767174;62.0987618;8
48.866245913,2.30231531569;103.7549717;8
48.8659418999,2.30350736822;215.9540677;8
48.8650019464,2.3044130462;9.991443;8
48.8655208563,2.30384779182;4.2772696;8
48.865046688,2.30524922153;616.6601207;8
48.8653836198,2.30694179433;109.4509281;8
48.8656084288,2.30694482718;240.197726;8
48.8656193268,2.30684929258;114.9076681;8
48.8649008936,2.30597185344;32.1900306;8
48.8649001952,2.30617348936;1.1000789;8
48.8650345527,2.30609569856;9.804249800000001;8
48.865140124,2.3062278274;6.7408326;8
48.8649053356,2.3062383551;2.2100462;8
48.86506553,2.30601017938;16.888123;8
48.8651036325,2.30755032769;2.8996765;8
48.8652707832,2.30751693597;202.728083;8
48.8650840367,2.30770738343;1.7380521;8
48.8657887183,2.30906567353;36.8262369;8
48.8656483329,2.30906300318;2.1559297;8
48.8650885837,2.30941221629;786.3872086;8
48.8659232577,2.30959720883;542.0644642;8
48.8661311681,2.30936854317;51.8156119;8
48.8659750661,2.30943551885;6.0101128;8
48.8659682282,2.31121158;5.6013095;8
48.8667050446,2.3036310741;146.1923151;8
48.8804355808,2.31855102073;215.464917;8
48.8806208004,2.31898582385;1.5287793;8
48.8798752505,2.31980561666;170.8605325;8
48.880106649,2.31954217409;9.1435985;8
48.8800394256,2.31962989167;14.2526747;8
48.8804068604,2.31968965026;12.6917727;8
48.8801776782,2.31940036258;309.193551;8
48.8801788952,2.3195840839;2.0075013;8
48.8799882683,2.31999294212;131.4962905;8
48.8798507967,2.32117811205;145.300138;8
48.8801581202,2.32204965997;24.8869156;8
48.8801481596,2.32456169096;147.8989312;8
48.8806083493,2.32528955646;1.7399999;8
48.8796981887,2.32339816157;1.7197787;8
48.8800849892,2.32530841159;162.1389642;8
48.879982513,2.324628586;2.249104;8
48.8800787594,2.32639753737;1.30912;8
48.880204292,2.32659213676;124.9856662;8
48.8809361225,2.31643842556;43.3047708;8
48.8809197627,2.31706858254;201.6867706;8
48.8812544067,2.3175470544;4.4901753;8
48.8812687178,2.3172834209;2.2000007999999998;8
48.8809758123,2.31832673894;161.8382677;8
48.8809378551,2.3182931724;7.2483364;8
48.881266178,2.31791228912;7.2131964;8
48.8812022468,2.31808615388;78.2277859;8
48.8811026939,2.31784277657;229.0835056;8
48.881077555,2.31774705557;4.4456687;8
48.8812491482,2.31991901235;988.6171677;8
